Name         | AC   |           Y |           X |        H |    AH |  MM |   sYX |    sH |              Zeit | Epoch | SV | RMS | PDOP | HDOP | VDOP |  KL | 
11084040     | 100  | 2629290.590 | 1241230.208 |  427.584 | 2.000 |  UA | 0.009 | 0.013 | 20.02.14 09:21:59 |    11 | 12 |  14 |  1.9 |  1.1 |  1.5 | NFX | 
6005014      | 100  | 2629554.320 | 1241381.802 |  426.900 | 2.000 |  UA | 0.009 | 0.013 | 20.02.14 09:32:02 |    11 | 13 |  18 |  1.8 |  1.0 |  1.5 | NFX | 
629535241119 | 100  | 2629536.175 | 1241119.718 |  427.243 | 2.000 |  UA | 0.009 | 0.012 | 20.02.14 09:40:34 |    11 | 15 |  24 |  1.2 |  0.7 |  1.0 | NFX | 
629761241132 | 100  | 2629761.885 | 1241132.931 |  427.379 | 2.000 |  UA | 0.010 | 0.015 | 20.02.14 09:53:01 |    11 | 14 |  26 |  1.4 |  0.8 |  1.2 | NFX | 
6005499      | 100  | 2629768.787 | 1241131.187 |  427.195 | 2.000 |  UA | 0.008 | 0.011 | 20.02.14 09:54:50 |    11 | 15 |  22 |  1.3 |  0.7 |  1.1 | NFX | 
6005443      | 100  | 2629930.448 | 1241119.453 |  426.856 | 2.000 |  UA | 0.007 | 0.011 | 20.02.14 10:01:43 |    11 | 16 |  21 |  1.3 |  0.7 |  1.1 | NFX | 
6005522      | 100  | 2629956.241 | 1241333.694 |  426.215 | 2.000 |  UA | 0.008 | 0.012 | 20.02.14 10:08:42 |    11 | 14 |  17 |  1.5 |  0.8 |  1.2 | NFX | 
6005087      | 100  | 2630170.828 | 1241105.222 |  426.265 | 2.000 |  UA | 0.007 | 0.011 | 20.02.14 10:17:16 |    11 | 16 |  20 |  1.4 |  0.7 |  1.2 | NFX | 
630161240908 | 100  | 2630162.461 | 1240909.093 |  426.965 | 2.000 |  UA | 0.007 | 0.011 | 20.02.14 10:21:29 |    11 | 17 |  19 |  1.3 |  0.7 |  1.1 | NFX | 
6005216      | 100  | 2630160.279 | 1240906.562 |  426.968 | 2.000 |  UA | 0.007 | 0.011 | 20.02.14 10:24:46 |    11 | 17 |  21 |  1.3 |  0.7 |  1.1 | NFX | 
6005213      | 100  | 2629918.719 | 1240917.692 |  427.798 | 2.000 |  UA | 0.007 | 0.011 | 20.02.14 10:30:27 |    11 | 17 |  18 |  1.3 |  0.7 |  1.1 | NFX | 
6005422      | 100  | 2629741.523 | 1240946.410 |  427.049 | 2.000 |  UA | 0.007 | 0.012 | 20.02.14 10:34:05 |    11 | 15 |  15 |  1.5 |  0.7 |  1.3 | NFX | 
629746240945 | 100  | 2629746.978 | 1240945.982 |  427.013 | 2.000 |  UA | 0.007 | 0.012 | 20.02.14 10:34:58 |    11 | 15 |  17 |  1.5 |  0.7 |  1.4 | NFX | 
6005034      | 100  | 2629496.541 | 1240891.181 |  427.969 | 2.000 |  UA | 0.012 | 0.019 | 20.02.14 10:39:36 |    11 | 16 |  30 |  1.3 |  0.7 |  1.1 | NFX | 
629504240890 | 100  | 2629504.882 | 1240890.869 |  428.115 | 2.000 |  UA | 0.013 | 0.021 | 20.02.14 10:41:13 |     8 | 17 |  44 |  1.3 |  0.7 |  1.1 | NFX | 
6005061      | 100  | 2629278.600 | 1240734.682 |  428.607 | 2.000 |  UA | 0.007 | 0.011 | 20.02.14 10:47:51 |    11 | 16 |  19 |  1.4 |  0.7 |  1.2 | NFX | 
6005390      | 100  | 2629487.426 | 1240668.716 |  428.712 | 2.000 |  UA | 0.007 | 0.012 | 20.02.14 10:52:23 |    11 | 16 |  16 |  1.4 |  0.7 |  1.2 | NFX | 
629521240638 | 100  | 2629522.494 | 1240638.963 |  429.889 | 2.000 |  UA | 0.007 | 0.012 | 20.02.14 10:55:18 |    11 | 15 |  17 |  1.5 |  0.8 |  1.3 | NFX | 
6005346      | 100  | 2629701.142 | 1240702.788 |  435.159 | 2.000 |  UA | 0.007 | 0.012 | 20.02.14 10:59:35 |    11 | 16 |  19 |  1.4 |  0.7 |  1.2 | NFX | 
629845240698 | 100  | 2629845.826 | 1240698.422 |  434.776 | 2.000 |  UA | 0.008 | 0.014 | 20.02.14 11:05:10 |    11 | 16 |  21 |  1.4 |  0.7 |  1.2 | NFX | 
6005516      | 100  | 2629853.744 | 1240696.623 |  434.853 | 2.000 |  UA | 0.007 | 0.012 | 20.02.14 11:05:55 |    11 | 16 |  19 |  1.4 |  0.7 |  1.2 | NFX | 
6005035      | 100  | 2629990.967 | 1240585.911 |  437.502 | 2.000 |  UA | 0.008 | 0.011 | 20.02.14 11:13:34 |    11 | 17 |  21 |  1.2 |  0.7 |  1.0 | NFX | 
630087240509 | 100  | 2630087.763 | 1240509.542 |  439.805 | 2.000 |  UA | 0.009 | 0.012 | 20.02.14 11:16:50 |    11 | 13 |  23 |  1.4 |  0.8 |  1.1 | NFX | 
6005067      | 100  | 2630082.661 | 1240498.130 |  439.535 | 2.000 |  UA | 0.008 | 0.012 | 20.02.14 11:19:24 |    11 | 17 |  20 |  1.2 |  0.7 |  1.0 | NFX | 
629708240474 | 100  | 2629708.680 | 1240474.914 |  434.421 | 2.000 |  UA | 0.009 | 0.013 | 20.02.14 11:26:31 |    11 | 14 |  22 |  1.5 |  0.8 |  1.3 | NFX | 
6005404      | 100  | 2629707.107 | 1240477.897 |  434.279 | 2.000 |  UA | 0.009 | 0.012 | 20.02.14 11:27:53 |    11 | 16 |  21 |  1.2 |  0.7 |  1.0 | NFX | 
629724240458 | 100  | 2629725.174 | 1240458.597 |  434.480 | 2.000 |  UA | 0.009 | 0.013 | 20.02.14 11:29:03 |    11 | 15 |  20 |  1.3 |  0.8 |  1.1 | NFX | 
629682240500 | 100  | 2629682.922 | 1240500.370 |  434.469 | 2.000 |  UA | 0.008 | 0.013 | 20.02.14 11:31:26 |    11 | 16 |  24 |  1.2 |  0.7 |  1.0 | NFX | 
629484240535 | 100  | 2629485.134 | 1240535.758 |  432.512 | 2.000 |  UA | 0.009 | 0.013 | 20.02.14 11:37:20 |    11 | 16 |  24 |  1.2 |  0.7 |  1.0 | NFX | 
629474240533 | 100  | 2629475.206 | 1240533.568 |  432.612 | 2.000 |  UA | 0.008 | 0.012 | 20.02.14 11:40:36 |    11 | 16 |  19 |  1.3 |  0.7 |  1.1 | NFX | 
629472240522 | 100  | 2629472.966 | 1240523.008 |  432.631 | 2.000 |  UA | 0.008 | 0.013 | 20.02.14 11:41:45 |    11 | 15 |  19 |  1.4 |  0.7 |  1.2 | NFX | 
