11083500,2627144.254,1239766.660,435.097,100
6005481,2629303.517,1240218.301,436.079,114
6005195,2629298.110,1240419.896,431.577,114
6005391,2629325.216,1240515.179,430.169,114
6005058,2629283.802,1240470.517,429.539,113
6005392,2629369.856,1240515.400,430.652,114
6005511,2629270.695,1240560.010,429.220,114
6005458,2629423.973,1240476.296,433.050,110
6005544,2629497.874,1240396.126,434.762,114
6005198,2629467.352,1240359.768,435.018,110
6005482,2629385.258,1240293.056,435.224,114
6005387,2629431.348,1240229.817,438.785,114
629486240165,2629487.005,1240166.100,440.383,108
6005201,2629583.838,1240151.108,441.471,114
6005200,2629529.966,1240202.706,442.050,114
6005420,2629559.419,1240245.890,440.918,114
6005421,2629525.983,1240287.984,439.336,114
6005491,2629542.473,1240346.306,437.337,114
6004039,2629566.296,1240365.484,438.074,114
6005509,2629617.322,1240269.391,441.456,114
6005052,2629649.684,1240226.667,444.086,114
6005405,2629717.848,1240162.518,444.981,110
6005269,2629753.758,1240141.915,445.071,114
6005438,2629724.828,1240205.596,446.199,114
6005469,2629758.507,1240271.776,443.898,114
6005515,2629724.565,1240294.920,443.090,114
6005514,2629685.638,1240257.676,444.140,114
6005495,2629773.532,1240341.085,437.930,110
6005494,2629743.602,1240377.146,435.776,110
6005456,2629715.751,1240392.840,435.330,110
6005512,2629656.763,1240351.451,438.777,114
6004038,2629610.770,1240313.652,440.473,114
6005480,2629572.259,1240456.433,433.606,110
6005454,2629615.417,1240494.608,433.009,110
6005455,2629668.308,1240445.498,433.946,110
6005406,2629754.919,1240430.097,434.485,110
6005404,2629707.092,1240477.880,434.280,110
6005403,2629660.576,1240535.055,432.401,110
6005206,2629731.335,1240595.415,432.271,113
6005516,2629853.750,1240696.643,434.882,114
6005441,2629799.111,1240737.855,434.178,114
629796240739,2629796.952,1240740.202,434.158,108
629786240746,2629787.215,1240747.033,434.060,108
629783240742,2629784.064,1240742.581,434.034,108
629741240760,2629741.940,1240760.848,433.313,108
629744240761,2629745.247,1240762.073,433.452,108
6005038,2629745.487,1240761.110,433.463,114
6005346,2629701.127,1240702.791,435.212,113
629642240744,2629643.462,1240745.145,430.028,108
11085480,2630908.873,1240356.924,450.871,100
11084590,2629739.363,1238666.887,428.381,100
629452240636,2629452.610,1240636.980,429.536,108
6005390,2629487.407,1240668.703,428.707,114
6005342,2629579.538,1240543.273,431.810,113
6005341,2629530.088,1240565.241,432.523,114
6005288,2629493.163,1240541.171,432.502,114
629531240867,2629531.796,1240867.675,428.120,108
6005508,2629531.557,1240867.104,428.003,110
6005034,2629496.545,1240891.176,427.972,113
6005386,2629651.311,1240837.803,428.343,114
6005395,2629695.197,1240804.441,430.668,110
6005396,2629729.357,1240850.753,430.093,114
6005394,2629778.018,1240902.492,427.563,110
6005422,2629741.509,1240946.437,427.076,110
629741240940,2629741.659,1240940.664,427.189,108
6005457,2629785.567,1240984.565,426.638,114
6005545,2629636.091,1240921.129,427.846,114
6005388,2629743.858,1241019.886,427.489,114
6005031,2629659.481,1241105.317,427.883,110
629796241078,2629796.635,1241079.141,427.251,108
6005499,2629768.796,1241131.188,427.244,114
629736241161,2629736.663,1241161.951,427.429,108
6005500,2629732.723,1241162.518,427.466,114
6005258,2629849.680,1241086.045,427.076,114
6005443,2629930.435,1241119.454,426.869,114
6005442,2630001.826,1241147.939,426.725,114
6005436,2630067.699,1241174.243,426.637,114
6005296,2630102.062,1241115.304,426.504,113
6005437,2630122.981,1241204.801,426.696,114
6005411,2629968.900,1241086.632,426.618,110
6005216,2630160.277,1240906.549,427.007,113
630161240908,2630162.453,1240909.115,426.993,108
6005419,2629901.070,1241051.036,426.401,110
6005418,2629832.872,1241009.967,427.115,110
6005393,2629871.023,1240971.340,426.873,110
6005213,2629918.735,1240917.686,427.778,113
6005407,2629888.704,1240338.032,436.303,110
6005440,2629815.754,1240310.558,439.109,114
6005530,2629836.750,1240248.079,442.429,114
6005529,2629921.787,1240296.147,436.792,114
6005408,2629978.788,1240294.774,437.351,110
6005409,2630054.358,1240244.688,438.532,110
6005272,2629976.228,1240224.205,439.829,114
6005271,2629905.042,1240201.697,443.202,114
6005270,2629830.612,1240176.381,447.380,114
6005067,2630082.668,1240498.129,439.546,113
630161240908a,2630162.460,1240909.117,426.980,108
6005216a,2630160.287,1240906.564,426.987,113
6005067a,2630082.675,1240498.131,439.549,113
6005440a,2629815.758,1240310.562,439.144,114
6005272a,2629976.223,1240224.212,439.883,114
6005530a,2629836.745,1240248.080,442.393,114
11084040,2629290.578,1241230.233,427.603,100
